"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"2727986993559155798"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1140_c1_g1_i1.p1"	"ONUN2_DN1140_c1_g1~~ONUN2_DN1140_c1_g1_i1.p1  ORF type:complete len:1385 (-),score=260.19 ONUN2_DN1140_c1_g1_i1:392-4546(-)"	"0.000"	"321.455"	"56"	"55"	"628"	"55"	"1384"	"155.9"	"4.97"	"6732"	"55"	""	""	""	""	""	"ONUN2_DN1140_c1_g1_i1.p1"	""	""	""	""	"0"	"3.453"	"1.625"	"2.013"	"0.471"	"0.583"	"1.239"	"0.86673262694695"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"140372159.726387"	"484771087.774926"	"228115925.014697"	"282555989.065762"	"95.53"	"21.55"	"132.01"	"37.64"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4659539298784902308"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1256_c0_g1_i10.p1"	"ONUN2_DN1256_c0_g1~~ONUN2_DN1256_c0_g1_i10.p1  ORF type:complete len:3011 (-),score=782.87 ONUN2_DN1256_c0_g1_i10:291-9323(-)"	"0.000"	"315.072"	"35"	"76"	"438"	"5"	"3010"	"346.5"	"4.42"	"3833"	"76"	""	""	""	""	""	"ONUN2_DN1256_c0_g1_i10.p1"	""	""	""	""	"0"	"4.858"	"0.010"	"4.098"	"0.010"	"0.844"	"100.000"	""	""	""	""	""	""	"2794732.01842453"	"13577158.6666667"	""	"11454171.6843551"	"112.29"	""	""	""	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"1077442845495985198"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1256_c0_g1_i8.p1"	"ONUN2_DN1256_c0_g1~~ONUN2_DN1256_c0_g1_i8.p1  ORF type:complete len:3011 (-),score=783.99 ONUN2_DN1256_c0_g1_i8:291-9323(-)"	"0.000"	"304.360"	"34"	"73"	"431"	"2"	"3010"	"346.4"	"4.41"	"3732"	"73"	""	""	""	""	""	"ONUN2_DN1256_c0_g1_i8.p1"	""	""	""	""	"0"	"1.037"	"1.130"	"0.966"	"1.090"	"0.931"	"0.855"	"0.999999999998446"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"5339828.19895677"	"5536262.21839129"	"6033698.89524831"	"5156225.2470991"	"31.24"	"35.30"	"58.95"	"27.99"	"Not Found"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"-1562639646746948277"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN418_c0_g2_i1.p1"	"ONUN2_DN418_c0_g2~~ONUN2_DN418_c0_g2_i1.p1  ORF type:complete len:445 (-),score=86.69 ONUN2_DN418_c0_g2_i1:108-1442(-)"	"0.000"	"303.878"	"68"	"26"	"1446"	"1"	"444"	"49.8"	"4.89"	"16068"	"26"	""	""	""	""	""	"ONUN2_DN418_c0_g2_i1.p1"	""	""	""	""	"0"	"5.089"	"0.464"	"1.995"	"0.091"	"0.392"	"4.300"	"0.224701647133215"	""	"1"	""	"0.869126408228142"	""	"99763995.5532293"	"507650208"	"46274178.6745714"	"198987757.443423"	"70.86"	"17.25"	""	"38.60"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"4864753162613634940"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4283_c0_g2_i1.p1"	"ONUN2_DN4283_c0_g2~~ONUN2_DN4283_c0_g2_i1.p1  ORF type:3prime_partial len:1807 (-),score=470.12 ONUN2_DN4283_c0_g2_i1:2-5419(-)"	"0.000"	"303.776"	"45"	"58"	"572"	"55"	"1806"	"192.4"	"8.37"	"6929"	"58"	""	""	""	""	""	"ONUN2_DN4283_c0_g2_i1.p1"	""	""	""	""	"0"	"0.560"	"2.782"	"0.579"	"4.972"	"1.035"	"0.208"	"0.526674540971034"	"0.100540117799807"	"1"	"0.0258105401654405"	"0.999999999946628"	"0.0355035273431928"	"124917796.271796"	"69899336.8316404"	"347506228.50711"	"72321306.1505585"	"24.36"	"19.72"	"30.84"	"53.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"1842627221195585992"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2245_c1_g1_i1.p1"	"ONUN2_DN2245_c1_g1~~ONUN2_DN2245_c1_g1_i1.p1  ORF type:complete len:377 (-),score=72.83 ONUN2_DN2245_c1_g1_i1:113-1243(-)"	"0.000"	"301.745"	"70"	"25"	"2136"	"7"	"376"	"41.8"	"5.59"	"27039"	"25"	""	""	""	""	""	"ONUN2_DN2245_c1_g1_i1.p1"	""	""	""	""	"0"	"0.950"	"0.570"	"0.961"	"0.600"	"1.011"	"1.684"	"0.999999999998446"	"0.993898505220405"	"1"	"0.522845871085229"	"0.999999999946628"	"0.750891465452773"	"2605993466.29791"	"2475713408.5"	"1486465465.30881"	"2503253572.64506"	"32.65"	"23.83"	"74.34"	"10.23"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-9150833330239954597"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6713_c0_g1_i6.p1"	"ONUN2_DN6713_c0_g1~~ONUN2_DN6713_c0_g1_i6.p1  ORF type:3prime_partial len:336 (-),score=67.47 ONUN2_DN6713_c0_g1_i6:1-1005(-)"	"0.000"	"299.773"	"74"	"21"	"2280"	"2"	"335"	"37.0"	"5.20"	"28615"	"21"	""	""	""	""	""	"ONUN2_DN6713_c0_g1_i6.p1"	""	""	""	""	"0"	"26.764"	"0.010"	"6.444"	"0.010"	"0.241"	"100.000"	"0.0689520712166545"	""	"1"	""	"0.259039180973881"	""	"6601062.38261385"	"176673655.414059"	""	"42540058.0720408"	"9.60"	"26.03"	""	"72.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-5484214266410527620"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3052_c0_g1_i1.p1"	"ONUN2_DN3052_c0_g1~~ONUN2_DN3052_c0_g1_i1.p1  ORF type:complete len:4142 (-),score=543.13 ONUN2_DN3052_c0_g1_i1:96-12521(-)"	"0.000"	"296.796"	"21"	"76"	"265"	"76"	"4141"	"462.6"	"7.90"	"3323"	"76"	""	""	""	""	""	"ONUN2_DN3052_c0_g1_i1.p1"	""	""	""	""	"0"	"0.938"	"14.129"	"7.361"	"15.068"	"7.850"	"0.521"	""	""	""	"0.146837423306379"	"0.501401438938342"	"0.999999999996024"	"6092571.58220822"	"5712839.25121186"	"86080063.6503344"	"44847211.341291"	""	"87.77"	"53.23"	"22.06"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"-2470505178798897868"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2576_c0_g1_i10.p1"	"ONUN2_DN2576_c0_g1~~ONUN2_DN2576_c0_g1_i10.p1  ORF type:complete len:1973 (-),score=449.49 ONUN2_DN2576_c0_g1_i10:160-6078(-)"	"0.000"	"295.841"	"40"	"72"	"413"	"68"	"1972"	"228.1"	"5.66"	"3965"	"72"	""	""	""	""	""	"ONUN2_DN2576_c0_g1_i10.p1"	""	""	""	""	"0"	"0.224"	"1.274"	"0.381"	"5.683"	"1.699"	"0.299"	"0.308182218900883"	"0.999999999988851"	"1"	"0.166136365650621"	"0.999999999946628"	"0.587753390384455"	"91618822.8295708"	"20545503.2904892"	"116757854.879799"	"34900436.2126818"	"30.67"	"60.76"	"72.49"	"80.40"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3146312247957011983"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1303_c0_g1_i1.p1"	"ONUN2_DN1303_c0_g1~~ONUN2_DN1303_c0_g1_i1.p1  ORF type:5prime_partial len:3304 (-),score=285.11 ONUN2_DN1303_c0_g1_i1:62-9973(-)"	"0.000"	"295.622"	"25"	"74"	"279"	"71"	"3303"	"384.2"	"9.35"	"2593"	"74"	""	""	""	""	""	"ONUN2_DN1303_c0_g1_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"20.141"	"0.104"	"0.010"	""	""	""	""	""	""	""	"7555875.16666667"	"152180138.957805"	"786267.138329011"	""	""	"75.80"	""	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"7779215180514302005"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1225_c0_g1_i2.p1"	"ONUN2_DN1225_c0_g1~~ONUN2_DN1225_c0_g1_i2.p1  ORF type:complete len:444 (-),score=77.82 ONUN2_DN1225_c0_g1_i2:173-1504(-)"	"0.000"	"293.471"	"68"	"26"	"1394"	"5"	"443"	"49.6"	"4.92"	"16860"	"26"	""	""	""	""	""	"ONUN2_DN1225_c0_g1_i2.p1"	""	""	""	""	"0"	"8.323"	"2.579"	"3.355"	"0.310"	"0.403"	"1.301"	"0.272832301445191"	"0.999999999988851"	"1"	"0.458866971053292"	"0.999999999946628"	"0.999999999996024"	"121273561.211745"	"1009375169.68983"	"312823760.838856"	"406930701.58996"	"77.46"	"9.93"	"83.98"	"40.47"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"864300220249141655"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN36456_c0_g2_i4.p1"	"ONUN2_DN36456_c0_g2~~ONUN2_DN36456_c0_g2_i4.p1  ORF type:complete len:1021 (-),score=179.57 ONUN2_DN36456_c0_g2_i4:169-3231(-)"	"0.000"	"288.609"	"52"	"46"	"732"	"2"	"1020"	"113.3"	"5.88"	"8837"	"46"	""	""	""	""	""	"ONUN2_DN36456_c0_g2_i4.p1"	""	""	""	""	"0"	"13.531"	"0.010"	"2.299"	"0.010"	"0.170"	"100.000"	"0.188819732204204"	""	"1"	""	"0.287819954690369"	""	"13060341.2549401"	"176722618.261683"	""	"30029789.6050942"	"107.49"	"18.58"	""	"55.47"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"High"	"1"	"Acetyl [N-Term]"
"4317965569522523092"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN36456_c0_g2_i3.p1"	"ONUN2_DN36456_c0_g2~~ONUN2_DN36456_c0_g2_i3.p1  ORF type:complete len:912 (-),score=167.46 ONUN2_DN36456_c0_g2_i3:761-3496(-)"	"0.000"	"288.571"	"57"	"45"	"729"	"1"	"911"	"100.7"	"5.91"	"8852"	"45"	""	""	""	""	""	"ONUN2_DN36456_c0_g2_i3.p1"	""	""	""	""	"0"	"15.778"	"0.010"	"2.327"	"0.010"	"0.148"	"100.000"	"0.0989807310596984"	""	"1"	""	"0.272084615696492"	""	"9546384.48120178"	"150625856.417604"	""	"22217487.8487614"	"74.53"	"41.18"	""	"44.75"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-3650331574544720813"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6368_c0_g1_i1.p1"	"ONUN2_DN6368_c0_g1~~ONUN2_DN6368_c0_g1_i1.p1  ORF type:complete len:2054 (-),score=324.33 ONUN2_DN6368_c0_g1_i1:429-6590(-)"	"0.000"	"285.837"	"37"	"57"	"332"	"57"	"2053"	"229.4"	"6.49"	"3970"	"57"	""	""	""	""	""	"ONUN2_DN6368_c0_g1_i1.p1"	""	""	""	""	"0"	"0.875"	"0.791"	"0.254"	"0.904"	"0.290"	"0.321"	"0.994297917118233"	"0.999999999988851"	"1"	"0.999999999928841"	"0.860974969081786"	"0.388999512603223"	"168540934.605177"	"147478160.915366"	"133249804.349913"	"42782281.6138049"	"27.07"	"45.89"	"102.56"	"23.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5404799024439844843"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1573_c0_g2_i5.p1"	"ONUN2_DN1573_c0_g2~~ONUN2_DN1573_c0_g2_i5.p1  ORF type:complete len:433 (-),score=99.24 ONUN2_DN1573_c0_g2_i5:117-1415(-)"	"0.000"	"278.219"	"77"	"23"	"833"	"16"	"432"	"46.9"	"6.54"	"12614"	"23"	""	""	""	""	""	"ONUN2_DN1573_c0_g2_i5.p1"	""	""	""	""	"0"	"4.492"	"1.495"	"2.489"	"0.333"	"0.554"	"1.665"	"0.115515885969834"	"0.999999999988851"	"1"	"0.123944723064447"	"0.622110948751937"	"0.994077454910595"	"405846146.713195"	"1823107369.97128"	"606929834.895974"	"1010243283.9928"	"53.43"	"12.83"	"22.57"	"34.18"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3930729616349454176"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1168_c2_g1_i2.p1"	"ONUN2_DN1168_c2_g1~~ONUN2_DN1168_c2_g1_i2.p1  ORF type:complete len:363 (-),score=69.14 ONUN2_DN1168_c2_g1_i2:266-1354(-)"	"0.000"	"273.927"	"82"	"24"	"1034"	"24"	"362"	"39.5"	"8.35"	"14380"	"24"	""	""	""	""	""	"ONUN2_DN1168_c2_g1_i2.p1"	""	""	""	""	"0"	"1.643"	"1.703"	"2.360"	"1.036"	"1.436"	"1.386"	"0.695471943932439"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"856882523.896515"	"1408084511.74523"	"1458987653.28452"	"2022528472.11406"	"68.42"	"7.19"	"49.75"	"44.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1842243804943999724"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN9620_c0_g2_i1.p1"	"ONUN2_DN9620_c0_g2~~ONUN2_DN9620_c0_g2_i1.p1  ORF type:complete len:534 (-),score=95.90 ONUN2_DN9620_c0_g2_i1:180-1781(-)"	"0.000"	"262.747"	"77"	"30"	"869"	"30"	"533"	"59.2"	"5.24"	"11485"	"30"	""	""	""	""	""	"ONUN2_DN9620_c0_g2_i1.p1"	""	""	""	""	"0"	"0.753"	"1.332"	"2.091"	"1.768"	"2.776"	"1.570"	"0.999999999998446"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"988706083.234951"	"744762064"	"1316959120.77003"	"2067188364.00105"	"79.29"	"4.49"	"35.74"	"53.26"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"6446680770245616417"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN418_c0_g1_i6.p1"	"ONUN2_DN418_c0_g1~~ONUN2_DN418_c0_g1_i6.p1  ORF type:complete len:445 (-),score=73.09 ONUN2_DN418_c0_g1_i6:59-1393(-)"	"0.000"	"260.667"	"65"	"23"	"1132"	"3"	"444"	"49.7"	"4.89"	"12490"	"23"	""	""	""	""	""	"ONUN2_DN418_c0_g1_i6.p1"	""	""	""	""	"0"	"2.459"	"2.915"	"2.668"	"1.185"	"1.085"	"0.915"	"0.805185462085867"	"0.999999999988851"	"1"	"0.999999999928841"	"0.999999999946628"	"0.999999999996024"	"53001424.9693887"	"130334758.381216"	"154497717.410395"	"141410299.735912"	"72.58"	"41.85"	"78.80"	"33.31"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3495350195433435691"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN590_c0_g2_i1.p1"	"ONUN2_DN590_c0_g2~~ONUN2_DN590_c0_g2_i1.p1  ORF type:complete len:649 (-),score=130.94 ONUN2_DN590_c0_g2_i1:207-2153(-)"	"0.000"	"258.817"	"58"	"27"	"993"	"8"	"648"	"71.0"	"5.67"	"13398"	"27"	""	""	""	""	""	"ONUN2_DN590_c0_g2_i1.p1"	""	""	""	""	"0"	"12.337"	"4.606"	"4.708"	"0.373"	"0.382"	"1.022"	"0.0721945625682711"	"0.323149181361025"	"1"	"0.274668625708287"	"0.636377460455533"	"0.999999999996024"	"81167726.8581352"	"1001401234.03573"	"373830794.685818"	"382153521.653851"	"73.19"	"13.51"	"39.05"	"47.80"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"4227476264674098857"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1467_c0_g1_i4.p1"	"ONUN2_DN1467_c0_g1~~ONUN2_DN1467_c0_g1_i4.p1  ORF type:complete len:363 (-),score=88.99 ONUN2_DN1467_c0_g1_i4:367-1455(-)"	"0.000"	"255.001"	"76"	"26"	"886"	"25"	"362"	"39.4"	"8.40"	"11497"	"26"	""	""	""	""	""	"ONUN2_DN1467_c0_g1_i4.p1"	""	""	""	""	"0"	"1.276"	"0.133"	"2.130"	"0.104"	"1.670"	"16.072"	"0.999999999998446"	"0.0580670104204681"	"1"	"0.0388730538448658"	"0.946503442226051"	"0.0116374753657588"	"298341283.061885"	"380653213.393913"	"39546315.0810944"	"635578786.326892"	"72.28"	"21.73"	"38.43"	"42.77"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7368408583289844577"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1035_c0_g1_i1.p1"	"ONUN2_DN1035_c0_g1~~ONUN2_DN1035_c0_g1_i1.p1  ORF type:complete len:1202 (-),score=191.44 ONUN2_DN1035_c0_g1_i1:134-3739(-)"	"0.000"	"253.065"	"44"	"43"	"440"	"43"	"1201"	"135.4"	"6.13"	"5620"	"43"	""	""	""	""	""	"ONUN2_DN1035_c0_g1_i1.p1"	""	""	""	""	"0"	"10.719"	"100.000"	"3.164"	"12.878"	"0.295"	"0.023"	"0.0989807310596984"	"0.00535523640201515"	"1"	"0.123666925232737"	"0.754133137417936"	"0.0268418323885838"	"7180599.94633298"	"76972270.4920859"	"991223022.749714"	"22716214.4800456"	"80.27"	"48.18"	"37.77"	"21.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"384823457253112673"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN11913_c0_g1_i2.p1"	"ONUN2_DN11913_c0_g1~~ONUN2_DN11913_c0_g1_i2.p1  ORF type:5prime_partial len:496 (-),score=67.85 ONUN2_DN11913_c0_g1_i2:52-1539(-)"	"0.000"	"250.939"	"70"	"26"	"521"	"26"	"495"	"56.2"	"9.07"	"7850"	"26"	""	""	""	""	""	"ONUN2_DN11913_c0_g1_i2.p1"	""	""	""	""	"0"	"0.010"	"0.242"	"6.579"	"100.000"	"100.000"	"27.188"	""	"0.248203192623289"	"1"	""	""	"0.0441511307770751"	"580543931.858804"	""	"140468923.074353"	"3819127729.84834"	"67.56"	""	"84.35"	"12.45"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6806763097793383232"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN368_c0_g1_i6.p1"	"ONUN2_DN368_c0_g1~~ONUN2_DN368_c0_g1_i6.p1  ORF type:complete len:1684 (-),score=318.66 ONUN2_DN368_c0_g1_i6:633-5684(-)"	"0.000"	"249.946"	"41"	"53"	"487"	"52"	"1683"	"192.1"	"5.76"	"5060"	"53"	""	""	""	""	""	"ONUN2_DN368_c0_g1_i6.p1"	""	""	""	""	"0"	"2.048"	"0.668"	"1.557"	"0.326"	"0.760"	"2.332"	"0.999999999998446"	"0.999999999988851"	"1"	"0.584658259228224"	"0.999999999946628"	"0.999999999996024"	"49031475.1067556"	"100415637.924391"	"32732489.4826851"	"76336264.1941332"	"90.98"	"18.19"	"72.91"	"68.49"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"6278956872898285978"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3792_c0_g1_i1.p1"	"ONUN2_DN3792_c0_g1~~ONUN2_DN3792_c0_g1_i1.p1  ORF type:complete len:554 (-),score=88.07 ONUN2_DN3792_c0_g1_i1:506-2167(-)"	"0.000"	"246.831"	"70"	"32"	"518"	"30"	"553"	"61.2"	"6.64"	"6453"	"32"	""	""	""	""	""	"ONUN2_DN3792_c0_g1_i1.p1"	""	""	""	""	"0"	"2.972"	"1.005"	"0.959"	"0.338"	"0.323"	"0.954"	"0.652034074549787"	"0.999999999988851"	"1"	"0.243453237142685"	"0.560905789323029"	"0.999999999996024"	"111138275.744415"	"330303488.755802"	"111672236.00345"	"106540416.527122"	"87.86"	"9.08"	"57.62"	"26.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5498150686977483863"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN874_c1_g1_i16.p1"	"ONUN2_DN874_c1_g1~~ONUN2_DN874_c1_g1_i16.p1  ORF type:complete len:833 (-),score=135.94 ONUN2_DN874_c1_g1_i16:302-2800(-)"	"0.000"	"246.319"	"56"	"44"	"537"	"23"	"832"	"96.3"	"9.39"	"5929"	"44"	""	""	""	""	""	"ONUN2_DN874_c1_g1_i16.p1"	""	""	""	""	"0"	"77.292"	"13.814"	"16.011"	"0.179"	"0.207"	"1.159"	"0.0836794523490562"	"0.447343098200907"	"1"	"0.288355674193099"	"0.428808768672532"	"0.999999999996024"	"4876206.01221109"	"376892269.115941"	"67361990.2154301"	"78075031.0652007"	"111.48"	"14.12"	"60.96"	"67.50"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7479442399663165637"	"False"	"High"	"IsMasterProtein"	"CON_P02769"	"Serum albumin OS=Bos taurus GN=ALB PE=1 SV=4"	"0.000"	"244.334"	"65"	"36"	"168"	"36"	"607"	"69.2"	"6.18"	"2269"	"36"	"stress response;other biological processes"	"non-structural extracellular;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00273"	"280717"	"A5PJX3; bta:280717; CON_P02769; O02787; P02769; P04277; Q3SZR2"	""	"ALB"	""	""	"0"	"0.784"	"0.543"	"41.001"	"0.693"	"52.305"	"75.457"	"0.999999999998446"	""	"1"	""	"0.825900843249351"	""	"3737927.92145359"	"2930141.66666667"	"2031088.01855564"	"153260060.717297"	"42.21"	"38.42"	""	"140.55"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"6936917388249656174"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN156_c0_g1_i3.p2"	"ONUN2_DN156_c0_g1~~ONUN2_DN156_c0_g1_i3.p2  ORF type:complete len:663 (-),score=120.51 ONUN2_DN156_c0_g1_i3:4248-6236(-)"	"0.000"	"242.374"	"57"	"29"	"574"	"2"	"662"	"74.5"	"7.72"	"8247"	"29"	""	""	""	""	""	"ONUN2_DN156_c0_g1_i3.p2"	""	""	""	""	"0"	"92.577"	"1.359"	"1.031"	"0.015"	"0.011"	"0.759"	""	""	""	""	""	""	"2375759.70660088"	"219940162.963674"	"3229494.56736021"	"2450228.83982978"	""	"72.89"	""	""	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"	"Acetyl [N-Term]"
"369088855283865426"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1028_c1_g1_i14.p1"	"ONUN2_DN1028_c1_g1~~ONUN2_DN1028_c1_g1_i14.p1  ORF type:complete len:1771 (-),score=319.21 ONUN2_DN1028_c1_g1_i14:1386-6698(-)"	"0.000"	"241.844"	"39"	"53"	"343"	"50"	"1770"	"195.6"	"5.82"	"3228"	"53"	""	""	""	""	""	"ONUN2_DN1028_c1_g1_i14.p1"	""	""	""	""	"0"	"0.916"	"0.169"	"0.241"	"0.184"	"0.263"	"1.427"	"0.999999999998446"	"0.143032693232209"	"1"	"0.109121518020573"	"0.654527724075228"	"0.817498794035655"	"86753828.0628644"	"79465337.5058491"	"14654937.656003"	"20919060.4707122"	"22.87"	"34.86"	"69.87"	"74.23"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
